id,degree,Y,catVar
10420,30,0,b
10421,10,0,b
10422,30,0,b
10423,30,0,b
10424,17,1,d
10425,100,0,a
10426,35,0,a
10427,245,1,c
10428,100,1,d
10429,1,0,b
10430,5,0,b
10431,10,0,b
10432,11,0,b
10433,3,0,b
10434,2,0,b
10435,12,0,b
10436,150,0,a
10437,100,0,a
10438,8,0,b
10439,3,0,b
10440,1,0,a
10441,4,0,b
10442,10,0,b
10443,3,0,a
10444,1,0,b
10445,1,0,b
10446,4,0,b
10447,50,0,b
10448,13,0,a
10449,90,0,b
10450,1,0,b
10451,5,0,b
10452,10,0,b
10453,3,0,a
10454,10,0,b
10455,10,0,b
10456,3,0,b
10457,4,0,a
10458,3,0,b
10459,8,0,b
10460,30,0,b
10461,23,0,b
10462,90,1,d
10463,6,0,b
10464,50,0,b
10465,10,0,b
10466,30,0,b
10467,10,0,b
10468,6,0,a
10469,10,0,b
10470,1,0,b
10471,60,0,b
10472,2,0,a
10473,50,1,d
10474,10,0,a
10475,12,0,a
10476,3,0,b
10477,126,0,b
10478,100,1,d
10479,20,0,b
10480,1,0,b
10481,20,1,c
10482,15,1,c
10483,12,1,d
10484,10,0,b
10485,50,0,b
10486,150,0,b
10487,27,1,d
10488,2,0,b
10489,50,0,b
10490,80,0,b
10491,2,0,b
10492,3,0,b
10493,1,0,b
10494,4,0,b
10495,3,0,a
10496,12,0,b
10497,13,0,a
10498,3,0,b
10499,5,0,a
10500,8,0,b
10501,2,1,c
10502,25,1,c
10503,30,1,d
10504,20,1,d
10505,5,0,b
10506,10,0,b
10507,3,0,b
10508,3,0,b
10509,12,0,a
10510,40,1,c
10511,50,0,b
10512,30,1,d
10513,5,0,b
10514,2,1,d
10515,5,0,a
10516,100,0,b
10517,40,0,b
10518,3,0,b
10519,15,0,a
10520,24,1,d
10521,2,0,b
10522,20,0,b
10523,15,0,a
10524,100,1,d
10525,10,0,b
10526,20,1,d
10527,20,0,a
10528,8,0,b
10529,5,0,a
10530,7,0,b
10531,2,0,b
10532,5,0,a
10533,20,0,a
10534,2,0,b
10535,20,1,d
10536,12,1,d
10537,15,0,b
10538,40,0,b
10539,3,0,b
10540,88,1,d
10541,50,0,b
10542,5,0,b
10543,5,0,b
10544,3,0,b
10545,60,1,c
10546,3,1,d
10547,2,0,b
10548,15,0,b
10549,8,0,b
10550,1,0,b
10551,85,0,b
10552,6,0,a
10553,1,0,b
10554,10,1,d
10555,7,0,a
10556,47,0,a
10557,1,0,a
10558,5,1,d
10559,10,0,b
10560,3,0,a
10561,1,0,b
10562,25,0,a
10563,50,0,b
10564,9,0,b
10565,25,0,b
10566,1,0,b
10567,100,1,d
10568,2,1,d
10569,15,0,b
10570,50,1,d
10571,30,0,b
10572,100,0,b
10573,86,0,b
10574,4,0,a
10575,85,1,d
10576,30,0,a
10577,200,0,b
10578,6,0,b
10579,4,0,a
10580,35,0,b
10581,50,0,a
10582,4,1,d
10583,5,0,b
10584,5,0,b
10585,15,0,b
10586,1,0,b
10587,3,0,b
10588,2,1,d
10589,10,0,b
10590,28,0,b
10591,100,1,d
10592,2,0,b
10593,3,0,a
10594,10,0,b
10595,1,0,b
10596,2,0,a
10597,150,1,d
10598,20,1,d
10599,12,1,d
10600,3,0,b
10601,6,0,b
10602,2,0,b
10603,10,0,a
10604,2,0,b
10605,1,0,b
10606,6,0,a
10607,10,0,b
10608,4,1,c
10609,50,0,a
10610,80,0,b
10611,4,0,b
10612,1000,0,b
10613,8,0,b
10614,20,0,a
10615,10,0,a
10616,3,0,b
10617,26,0,b
10618,40,1,c
10619,3,0,b
10620,2,0,b
10621,5,1,d
10622,2,0,a
10623,8,0,b
10624,2,0,a
10625,2,0,b
10626,3,0,b
10627,230,1,d
10628,30,0,b
10629,2,0,b
10630,10,0,b
10631,20,0,a
10632,50,0,b
10633,8,0,b
10634,25,0,b
10635,100,0,b
10636,70,1,d
10637,300,0,b
10638,80,0,b
10639,3,0,b
10640,250,0,a
10641,3,0,a
10642,30,1,d
10643,40,1,d
10644,1,0,a
10645,5,0,b
10646,10,0,b
10647,8,0,b
10648,150,0,b
10649,20,1,c
10650,1,0,b
10651,10,0,b
10652,2,0,a
10653,4,0,a
10654,100,1,c
10655,2,0,b
10656,60,0,b
10657,2,0,b
10658,50,0,a
10659,150,0,a
10660,20,0,b
10661,10,0,b
10662,20,0,b
10663,2,0,b
10664,3,0,a
10665,50,0,b
10666,20,1,c
10667,20,0,a
10668,100,0,b
10669,100,0,a
10670,3,0,a
10671,50,0,b
10672,67,0,b
10673,2,0,b
10674,20,0,a
10675,2,0,b
10676,5,0,b
10677,10,0,b
10678,20,0,b
10679,10,0,a
10680,10,0,b
10681,150,1,d
10682,20,1,d
10683,1000,0,b
10684,50,0,a
10685,80,0,b
10686,80,1,c
10687,100,0,b
10688,5,0,b
10689,2,0,b
10690,4,1,d
10691,8,0,b
10692,2,0,a
10693,10,0,b
10694,11,0,b
10695,40,0,b
10696,100,1,c
10697,20,0,b
10698,50,0,b
10699,4,0,b
10700,400,0,b
10701,1,0,b
10702,50,1,c
10703,4,1,d
10704,4,0,b
10705,8,0,a
10706,9,0,b
10707,10,0,b
10708,200,0,b
10709,8,0,b
10710,22,0,a
10711,2,0,b
10712,3,0,b
10713,30,1,d
10714,15,0,b
10715,3,0,b
10716,200,1,d
10717,20,1,d
10718,75,1,d
10719,80,1,d
10720,25,0,b
10721,3,0,b
10722,40,1,d
10723,3,0,b
10724,1,0,b
10725,20,0,b
10726,8,1,d
10727,8,0,b
10728,15,0,b
10729,20,0,b
10730,120,0,b
10731,2,0,a
10732,6,1,d
10733,6,0,b
10734,18,0,b
10735,50,0,b
10736,20,0,b
10737,15,0,b
10738,100,0,a
10739,75,0,b
10740,20,1,d
10741,15,0,b
10742,20,0,b
10743,10,0,b
10744,4,0,b
10745,5,0,a
10746,70,0,b
10747,30,0,b
10748,35,0,b
10749,50,0,b
10750,140,1,c
10751,2,0,a
10752,75,1,d
10753,5,0,b
10754,80,0,b
10755,3,1,d
10756,15,1,d
10757,50,0,b
10758,24,0,b
10759,170,0,b
10760,10,0,b
10761,100,1,d
10762,4,0,b
10763,10,0,a
10764,2,0,a
10765,12,1,d
10766,5,0,a
10767,20,0,b
10768,25,0,b
10769,100,0,b
10770,2,0,a
10771,1,0,b
10772,4,0,b
10773,60,0,b
10774,30,0,b
10775,500,0,b
10776,10,0,b
10777,3,0,b
10778,2,0,b
10779,25,1,d
10780,11,1,d
10781,35,0,b
10782,6,0,b
10783,10,0,b
10784,15,1,c
10785,350,0,b
10786,20,0,b
10787,1,0,a
10788,10,0,b
10789,12,0,a
10790,2,0,b
10791,4,0,b
10792,5,0,b
10793,50,1,d
10794,50,1,d
10795,10,0,a
10796,10,0,a
10797,15,0,b
10798,12,1,d
10799,120,0,b
10800,3,0,b
10801,6,0,a
10802,400,1,c
10803,30,0,a
10804,15,1,d
10805,3,0,a
10806,25,0,b
10807,3,1,d
10808,60,0,b
10809,12,0,a
10810,6,1,d
10811,120,0,b
10812,7,0,b
10813,2,0,b
10814,2,0,b
10815,10,1,d
10816,10,0,a
10817,10,0,b
10818,5,0,b
10819,4,0,b
10820,170,0,b
10821,6,0,b
10822,600,0,b
10823,5,0,b
10824,10,0,a
10825,50,1,d
10826,4,0,b
10827,35,0,b
10828,2,0,b
10829,8,0,b
10830,2,0,b
10831,5,1,d
10832,2,0,b
10833,6,0,b
10834,120,0,b
10835,400,0,b
10836,2,0,b
10837,2,0,b
10838,100,0,b
10839,4,0,b
10840,3,0,b
10841,15,1,d
10842,50,1,d
10843,10,0,a
10844,20,0,a
10845,10,0,a
10846,20,0,b
10847,2,0,b
10848,20,1,c
10849,15,0,b
10850,50,0,a
10851,6,0,a
10852,200,1,c
10853,15,0,a
10854,6,0,a
10855,18,0,b
10856,2,0,b
10857,20,0,b
10858,2,0,a
10859,21,0,a
10860,6,1,d
10861,2,0,b
10862,30,1,d
10863,1,0,b
10864,120,0,b
10865,20,0,b
10866,40,0,b
10867,50,1,d
10868,10,0,a
10869,5,0,b
10870,10,0,b
10871,100,0,a
10872,4,0,b
10873,40,1,d
10874,5,0,b
10875,12,0,b
10876,75,1,d
10877,150,0,a
10878,6,0,b
10879,7,0,b
10880,12,0,a
10881,30,0,a
10882,45,1,d
10883,20,1,c
10884,75,1,c
10885,100,0,b
10886,10,0,a
10887,5,0,b
10888,20,0,b
10889,1,0,b
10890,5,0,a
10891,3,1,d
10892,5,0,b
10893,12,1,d
10894,150,0,a
10895,50,0,a
10896,4,0,b
10897,5,0,b
10898,50,0,b
10899,3,0,b
10900,20,0,b
10901,1,0,b
10902,24,0,b
10903,35,0,b
10904,3,0,a
10905,30,0,b
10906,3,0,a
10907,30,1,d
10908,4,1,c
10909,2,0,a
10910,2,0,b
10911,5,0,a
10912,25,0,b
10913,10,0,b
10914,6,0,b
10915,60,0,b
10916,120,0,b
10917,8,0,a
10918,14,1,d
10919,4,0,b
10920,2,0,a
10921,45,1,d
10922,5,0,b
10923,7,0,b
10924,4,0,b
10925,1,0,a
10926,1,0,b
10927,50,0,b
10928,80,0,b
10929,8,0,b
10930,20,1,d
10931,25,0,b
10932,2,0,b
10933,12,1,c
10934,1,0,b
10935,20,0,b
10936,65,1,d
10937,4,0,b
10938,2,0,a
10939,15,0,b
10940,8,0,b
10941,5,0,a
10942,200,0,b
10943,9,0,b
10944,2,0,b
10945,250,0,b
10946,4,0,b
10947,3,0,b
10948,15,0,a
10949,1,0,b
10950,10,0,b
10951,4,0,b
10952,1,0,a
10953,20,0,b
10954,4,0,b
10955,1,0,a
10956,1000,0,b
10957,50,0,b
10958,20,0,b
10959,1,0,b
10960,3,0,b
10961,1,0,b
10962,3,0,b
10963,6,0,b
10964,12,1,c
10965,1,0,b
10966,20,0,a
10967,2,0,b
10968,10,0,b
10969,60,0,a
10970,20,0,a
10971,15,0,b
10972,120,0,b
10973,3,0,b
10974,15,1,c
10975,10,0,b
10976,30,1,d
10977,15,0,b
10978,50,1,d
10979,6,0,b
10980,5,0,b
10981,20,1,d
10982,13,0,b
10983,30,0,b
10984,15,1,d
10985,10,0,b
10986,2,0,a
10987,150,0,b
10988,20,0,b
10989,5,0,b
10990,1,0,b
10991,7,0,b
10992,10,0,a
10993,20,1,d
10994,1,0,a
10995,10,0,b
10996,11,1,c
10997,10,0,a
10998,100,0,b
10999,25,0,b
11000,40,0,b
11001,20,0,b
11002,15,0,a
11003,3,0,a
11004,20,1,c
11005,1,0,b
11006,20,0,b
11007,2,0,a
11008,3,0,a
11009,50,0,a
11010,20,0,b
11011,10,0,b
11012,30,0,b
11013,10,0,b
11014,3,0,b
11015,25,1,d
11016,100,0,b
11017,2,0,a
11018,1,0,b
11019,30,0,b
11020,300,0,b
11021,3,0,a
11022,6,0,a
11023,2,0,a
11024,7,0,a
11025,8,0,b
11026,10,0,a
11027,65,0,b
11028,20,1,d
11029,1,0,a
11030,20,0,b
11031,35,0,b
11032,80,0,b
11033,10,0,b
11034,5,0,b
11035,4,0,b
11036,50,1,d
11037,4,0,b
11038,50,0,b
11039,2,0,b
11040,10,0,a
11041,10,0,b
11042,30,1,d
11043,40,0,b
11044,20,0,b
11045,3,0,b
11046,230,0,a
11047,4,0,b
11048,25,0,a
11049,10,0,b
11050,250,1,c
11051,10,0,a
11052,15,0,a
11053,70,1,d
11054,4,0,a
11055,3,0,b
11056,35,1,d
11057,25,0,a
11058,200,1,d
11059,20,1,d
11060,12,0,b
11061,60,0,b
11062,10,1,d
11063,8,0,b
11064,20,0,b
11065,8,1,d
11066,30,0,b
11067,2,0,b
11068,35,1,c
11069,1,0,b
11070,5,0,a
11071,50,1,d
11072,10,0,b
11073,4,0,b
11074,6,0,a
11075,3,1,c
11076,2,0,b
11077,6,0,a
11078,70,1,d
11079,30,0,b
11080,15,0,b
11081,10,0,a
11082,3,0,a
11083,25,0,b
11084,30,0,a
11085,30,0,b
11086,100,0,a
11087,100,0,b
11088,8,0,b
11089,10,0,b
11090,1,0,a
11091,30,0,b
11092,75,0,b
11093,10,0,b
11094,1,0,b
11095,5,0,b
11096,8,0,b
11097,20,0,b
11098,1,0,b
11099,40,1,d
11100,2,0,a
11101,1,0,b
11102,100,0,b
11103,50,1,d
11104,60,0,b
11105,8,0,b
11106,7,0,b
11107,4,0,b
11108,25,1,d
11109,6,0,b
11110,30,1,d
11111,7,0,b
11112,280,0,b
11113,7,0,b
11114,4,1,d
11115,50,0,b
11116,1,0,b
11117,1,0,b
11118,1,0,b
11119,39,0,b
11120,2,0,b
11121,10,0,b
11122,1,0,b
11123,120,1,d
11124,3,0,b
11125,15,0,b
11126,500,1,d
11127,2,0,b
11128,4,0,b
11129,6,0,b
11130,40,0,b
11131,25,0,b
11132,10,0,b
11133,10,0,b
11134,9,0,b
11135,8,0,b
11136,100,1,d
11137,50,0,a
11138,7,0,b
11139,2,0,b
11140,50,0,b
11141,50,0,b
11142,2,0,b
11143,20,0,b
11144,60,0,a
11145,10,0,b
11146,1,1,d
11147,120,1,c
11148,1,0,b
11149,4,0,b
11150,8,0,b
11151,15,1,c
11152,20,0,a
11153,20,1,d
11154,8,0,b
11155,12,0,b
11156,3,0,b
11157,20,0,b
11158,3,0,b
11159,7,0,b
11160,10,0,b
11161,5,0,a
11162,10,1,d
11163,5,0,a
11164,2,0,b
11165,7,0,b
11166,15,0,b
11167,12,1,d
11168,40,0,a
11169,1,0,b
11170,30,0,b
11171,7,0,a
11172,30,1,d
11173,5,0,b
11174,30,0,b
11175,30,1,d
11176,100,0,b
11177,20,0,b
11178,2,0,b
11179,4,0,b
11180,5,0,b
11181,10,0,a
11182,5,0,b
11183,3,0,b
11184,2,0,b
11185,1,1,d
11186,5,0,b
11187,2,0,b
11188,10,0,b
11189,15,1,d
11190,6,0,b
11191,5,0,b
11192,3,0,b
11193,12,0,b
11194,10,0,b
11195,15,1,d
11196,8,0,b
11197,10,1,d
11198,20,1,d
11199,8,0,b
11200,15,1,c
11201,30,1,c
11202,12,1,d
11203,12,0,b
11204,2,0,b
11205,1,0,b
11206,20,0,b
11207,2,0,b
11208,4,0,b
11209,10,0,b
11210,4,0,b
11211,12,1,c
11212,10,0,b
11213,40,0,b
11214,8,0,b
11215,4,0,b
11216,10,0,b
11217,10,0,b
11218,6,0,b
11219,4,0,a
11220,10,0,b
11221,2,0,b
11222,5,0,b
11223,10,0,a
11224,2,0,b
11225,4,0,b
11226,7,0,b
11227,15,0,b
11228,2,0,b
11229,3,0,b
11230,100,0,a
11231,5,0,b
11232,10,0,b
11233,20,0,a
11234,25,0,b
11235,5,0,b
11236,3,0,a
11237,8,0,a
11238,1,0,a
11239,2,0,a
11240,50,0,a
11241,20,0,b
11242,40,0,b
11243,25,1,d
11244,3,0,b
11245,1,0,b
11246,6,0,a
11247,40,0,b
11248,25,1,d
11249,25,0,b
11250,30,0,b
11251,6,0,b
11252,38,0,b
11253,3,0,b
11254,20,0,a
11255,1,1,d
11256,25,0,b
11257,5,0,b
11258,20,0,b
11259,25,0,b
11260,30,0,b
11261,1,0,b
11262,3,0,b
11263,100,1,d
11264,70,0,b
11265,5,0,b
11266,6,0,b
11267,4,0,b
11268,3,0,a
11269,30,1,d
11270,2,0,b
11271,60,0,b
11272,2,0,b
11273,8,0,b
11274,150,0,b
11275,7,0,a
11276,18,1,d
11277,17,0,b
11278,11,0,b
11279,2,0,a
11280,7,0,a
11281,10,0,a
11282,4,0,b
11283,5,0,a
11284,2,0,b
11285,30,1,d
11286,12,1,d
11287,20,0,b
11288,2,0,b
11289,2,0,b
11290,8,0,a
11291,8,0,b
11292,7,0,b
11293,16,0,b
11294,10,0,b
11295,202,0,a
11296,10,0,a
11297,6,0,a
11298,5,0,b
11299,10,0,b
11300,10,0,b
11301,30,1,d
11302,30,0,a
11303,3,0,b
11304,2,0,b
11305,4,0,b
11306,10,0,b
11307,20,0,b
11308,4,0,b
11309,15,0,a
11310,200,1,d
11311,3,0,b
11312,35,0,b
11313,1,1,d
11314,90,1,d
11315,10,0,a
11316,8,0,b
11317,25,0,a
11318,20,0,b
11319,15,1,d
11320,10,0,b
11321,40,1,d
11322,70,1,d
11323,30,1,d
11324,50,1,d
11325,100,0,a
11326,2,0,b
11327,3,0,b
11328,10,0,b
11329,6,0,b
11330,4,0,a
11331,20,0,b
11332,5,0,a
11333,5,0,b
11334,2,0,b
11335,3,0,b
11336,50,0,b
11337,5,0,b
11338,12,1,d
11339,40,0,b
11340,20,0,b
11341,30,1,d
11342,4,0,a
11343,3,0,b
11344,1,0,b
11345,60,0,b
11346,15,1,d
11347,5,0,b
11348,40,0,b
11349,100,0,b
11350,1,0,b
11351,1,0,b
11352,1,0,b
11353,3,0,b
11354,10,0,a
11355,25,0,a
11356,10,0,b
11357,10,0,b
11358,5,0,a
11359,10,0,a
11360,2,0,b
11361,15,1,d
11362,2,0,b
11363,1,0,b
11364,100,1,c
11365,2,0,b
11366,5,0,b
11367,4,0,a
11368,20,1,d
11369,4,1,c
11370,1,0,b
11371,10,0,a
11372,2,0,b
11373,60,1,c
11374,65,0,b
11375,12,0,a
11376,3,0,b
11377,100,1,d
11378,100,0,a
11379,8,0,b
11380,30,0,b
11381,30,0,a
11382,2,0,b
11383,4,0,b
11384,1,0,b
11385,30,0,b
11386,70,0,b
11387,3,0,b
11388,150,1,d
11389,5,0,b
11390,4,0,a
11391,9,0,b
11392,2,0,b
11393,75,0,a
11394,30,0,b
11395,3,0,b
11396,2,0,b
11397,1,0,a
11398,7,0,b
11399,4,0,b
11400,10,0,b
11401,20,1,d
11402,5,0,b
11403,60,0,a
11404,6,0,b
11405,12,1,d
11406,6,0,a
11407,60,0,b
11408,2,0,a
11409,30,1,d
11410,100,1,c
11411,1,0,b
11412,12,0,b
11413,30,0,b
11414,15,1,d
11415,6,0,b
11416,3,0,b
11417,2,0,b
11418,15,1,d
11419,6,0,b
11420,1,0,b
11421,2,0,a
11422,6,0,b
11423,6,0,b
11424,4,0,b
11425,3,0,b
11426,60,1,d
11427,4,0,b
11428,10,0,a
11429,25,0,b
11430,20,0,a
11431,20,0,a
11432,15,0,b
11433,10,0,b
11434,1,1,d
11435,2,0,b
11436,20,0,b
11437,15,0,a
11438,3,0,b
11439,10,1,d
11440,100,1,d
11441,1,0,b
11442,20,1,d
11443,30,0,b
11444,1,1,d
11445,2,0,b
11446,45,0,b
11447,4,1,c
11448,6,0,b
11449,15,0,b
11450,20,0,b
11451,30,0,b
11452,36,0,b
11453,3,0,b
11454,10,0,b
11455,15,0,b
11456,20,1,d
11457,2,0,b
11458,2,0,a
11459,4,0,b
11460,12,0,b
11461,9,0,b
11462,1,0,b
11463,20,0,b
11464,100,0,b
11465,20,1,d
11466,30,0,b
11467,10,0,a
11468,20,1,d
11469,3,0,b
11470,2,0,a
11471,40,0,a
11472,7,0,b
11473,11,0,b
11474,60,0,b
11475,10,0,b
11476,25,0,b
11477,6,0,b
11478,3,0,b
11479,100,0,b
11480,3,0,a
11481,10,0,b
11482,7,1,c
11483,3,0,b
11484,100,0,a
11485,20,0,a
11486,22,1,d
11487,2,0,b
11488,5,0,b
11489,2,1,d
11490,2,0,b
11491,2,0,b
11492,20,0,b
11493,4,0,a
11494,25,0,b
11495,4,0,b
11496,7,0,b
11497,8,0,b
11498,7,0,a
11499,40,0,b
11500,7,0,b
11501,35,0,a
11502,20,0,a
11503,5,0,b
11504,10,0,a
11505,10,1,d
11506,30,0,b
11507,50,0,a
11508,3,0,a
11509,15,0,a
11510,2,0,b
11511,3,0,b
11512,10,1,d
11513,5,0,b
11514,50,0,b
11515,20,1,d
11516,15,1,d
11517,110,0,b
11518,10,0,b
11519,2,0,b
11520,1,1,d
11521,2,0,a
11522,3,0,b
11523,50,0,b
11524,1,0,b
11525,7,0,b
11526,3,0,a
11527,80,1,d
11528,20,0,a
11529,4,0,a
11530,5,0,b
11531,6,1,d
11532,20,1,d
11533,70,1,d
11534,15,1,d
11535,2,1,d
11536,5,0,b
11537,100,1,d
11538,50,0,b
11539,12,1,d
11540,4,1,d
11541,4,0,b
11542,50,0,a
11543,1,0,b
11544,6,0,b
11545,8,0,a
11546,4,0,b
11547,45,0,b
11548,50,0,b
11549,5,0,b
11550,1,0,b
11551,4,0,b
11552,2,0,b
11553,200,1,d
11554,10,0,b
11555,8,0,b
11556,6,0,b
11557,20,1,d
11558,10,0,b
11559,10,0,a
11560,6,0,b
11561,2,0,b
11562,30,1,d
11563,6,0,a
11564,5,0,b
11565,100,0,b
11566,30,1,d
11567,50,1,c
11568,6,0,a
11569,6,0,b
11570,2,0,b
11571,5,0,b
11572,6,0,b
11573,65,0,a
11574,4,0,a
11575,100,0,b
11576,6,0,a
11577,1,0,b
11578,80,0,b
11579,6,0,b
11580,6,0,a
11581,2,0,b
11582,10,0,b
11583,30,0,b
11584,30,0,b
11585,3,0,b
11586,30,0,b
11587,2,0,b
11588,20,0,b
11589,8,0,b
11590,30,0,b
11591,30,0,b
11592,4,0,b
11593,5,0,b
11594,10,1,d
11595,1,0,b
11596,15,0,a
11597,1,0,b
11598,20,0,b
11599,15,0,b
11600,8,0,b
11601,5,0,b
11602,80,1,d
11603,40,0,b
11604,15,0,b
11605,40,0,b
11606,70,0,b
11607,3,0,a
11608,500,1,d
11609,160,0,b
11610,3,0,b
11611,10,0,b
11612,15,0,a
11613,123,0,b
11614,35,0,b
11615,6,0,b
11616,10,0,b
11617,25,1,d
11618,150,0,b
11619,20,0,b
11620,1,0,b
11621,8,0,a
11622,8,0,b
11623,20,0,b
11624,2,0,b
11625,3,0,b
11626,50,0,a
11627,100,1,d
11628,50,1,d
11629,20,0,b
11630,10,0,b
11631,100,0,b
11632,10,0,b
11633,40,0,b
11634,100,0,b
11635,3,0,a
11636,20,0,b
11637,2,0,b
11638,250,0,b
11639,8,0,b
11640,60,0,b
11641,5,1,c
11642,40,0,b
11643,20,1,d
11644,40,1,d
11645,20,0,b
11646,8,0,a
11647,6,0,b
11648,10,0,a
11649,200,1,d
11650,3,0,b
11651,8,0,b
11652,3,0,a
11653,20,0,b
11654,40,0,a
11655,8,0,a
11656,1,0,b
11657,1,1,d
11658,15,0,b
11659,10,0,a
11660,60,0,b
11661,25,0,a
11662,3,0,b
11663,180,1,d
11664,18,1,d
11665,15,0,b
11666,60,1,d
11667,3,0,a
11668,3,0,b
11669,50,0,b
11670,3,0,b
11671,8,0,b
11672,6,0,b
11673,10,0,b
11674,5,1,d
11675,12,0,a
11676,8,0,a
11677,10,0,b
11678,1,0,a
11679,10,0,b
11680,2,0,b
11681,40,1,d
11682,125,0,a
11683,20,0,b
11684,1,0,b
11685,4,0,a
11686,3,0,b
11687,15,0,b
11688,4,0,a
11689,10,0,b
11690,25,1,d
11691,4,1,c
11692,5,0,b
11693,20,0,a
11694,5,0,b
11695,8,0,b
11696,10,1,d
11697,5,0,b
11698,50,1,d
11699,4,0,b
11700,200,0,a
11701,15,0,b
11702,2,0,b
11703,200,0,b
11704,30,1,c
11705,2,0,b
11706,3,1,c
11707,1,0,a
11708,30,1,d
11709,2,0,b
11710,50,1,d
11711,20,0,b
11712,4,0,a
11713,8,0,b
11714,20,0,b
11715,30,0,b
11716,20,0,b
11717,4,0,b
11718,50,1,c
11719,80,0,b
11720,5,0,b
11721,2,1,d
11722,50,0,b
11723,3,1,c
11724,5,0,b
11725,40,0,b
11726,10,0,a
11727,60,0,b
11728,23,0,b
11729,2,0,b
11730,15,0,b
11731,10,0,b
11732,15,0,b
11733,6,0,b
11734,45,0,b
11735,8,0,a
11736,13,0,b
11737,4,0,a
11738,15,1,c
11739,15,0,b
11740,80,0,a
11741,1,0,a
11742,4,0,b
11743,4,0,b
11744,2,1,d
11745,3,0,b
11746,15,1,c
11747,15,0,b
11748,11,0,b
11749,1,0,b
11750,3,0,b
11751,100,0,a
11752,5,0,b
11753,4,0,a
11754,36,1,c
11755,2,0,b
11756,50,0,b
11757,80,0,a
11758,1,0,b
11759,4,0,a
11760,4,0,b
11761,10,0,b
11762,6,0,b
11763,1,0,a
11764,1,0,b
11765,5,0,b
11766,1,0,b
11767,15,1,d
11768,4,0,b
11769,8,0,b
11770,5,1,d
11771,1,0,b
11772,20,0,b
11773,6,1,d
11774,70,0,b
11775,7,0,b
11776,6,0,b
11777,2,0,b
11778,3,0,b
11779,4,0,b
11780,50,0,b
11781,10,0,b
11782,2,0,a
11783,3,0,a
11784,3,0,b
11785,15,1,c
11786,4,0,a
11787,12,1,c
11788,2,0,b
11789,65,0,a
11790,15,0,b
11791,20,1,d
11792,10,0,a
11793,2,0,b
11794,15,0,b
11795,3,0,a
11796,30,1,c
11797,8,0,b
11798,4,0,b
11799,100,0,a
11800,2,0,b
11801,5,0,a
11802,15,1,d
11803,9,0,b
11804,70,1,d
11805,60,0,b
11806,20,1,d
11807,6,0,b
11808,5,0,b
11809,15,0,a
11810,5,0,b
11811,6,0,b
11812,3,0,b
11813,25,0,a
11814,15,0,b
11815,5,0,b
11816,35,0,b
11817,20,1,d
11818,4,0,b
11819,3,0,b
11820,50,0,b
11821,30,0,b
11822,150,1,c
11823,450,0,b
11824,10,0,b
11825,20,0,b
11826,50,1,c
11827,50,0,b
11828,6,0,b
11829,35,0,a
11830,10,0,b
11831,3,1,d
11832,10,0,b
11833,70,0,b
11834,500,0,b
11835,1,0,a
11836,300,1,d
11837,20,0,b
11838,1,0,b
11839,4,0,b
11840,40,1,c
11841,100,0,a
11842,5,0,b
11843,3,0,b
11844,60,0,b
11845,28,0,b
11846,15,0,b
11847,36,0,b
11848,12,0,b
11849,1,0,b
11850,50,0,b
11851,300,0,b
11852,2,0,a
11853,8,0,b
11854,1,0,b
11855,30,0,a
11856,4,0,b
11857,10,0,b
11858,3,0,b
11859,30,0,b
11860,10,0,b
11861,70,0,a
11862,5,0,b
11863,20,1,c
11864,30,0,b
11865,5,0,b
11866,15,0,b
11867,25,0,b
11868,2,1,c
11869,50,1,d
11870,100,0,a
11871,3,0,b
11872,9,0,a
11873,6,0,a
11874,10,1,c
11875,170,1,d
11876,200,0,b
11877,60,1,d
11878,60,0,b
11879,9,0,b
11880,20,1,c
11881,4,0,b
11882,18,0,b
11883,20,0,b
11884,2,0,b
11885,1,0,a
11886,2,0,b
11887,60,0,b
11888,2,0,b
11889,3,0,b
11890,40,0,a
11891,30,0,b
11892,200,0,b
11893,15,0,a
11894,1,0,b
11895,4,1,d
11896,16,0,b
11897,2,0,b
11898,30,1,d
11899,12,0,a
11900,10,0,a
11901,5,0,b
11902,5,0,b
11903,7,0,a
11904,1,0,a
11905,5,0,b
11906,3,0,a
11907,1,0,a
11908,150,0,b
11909,100,0,a
11910,50,1,d
11911,60,0,a
11912,30,0,a
11913,1,0,b
11914,10,0,a
11915,8,0,b
11916,4,0,b
11917,15,0,a
11918,4,0,b
11919,10,0,b
11920,2,0,b
11921,20,0,a
11922,5,0,a
11923,30,1,d
11924,50,1,c
11925,155,0,b
11926,150,0,b
11927,2,1,c
11928,35,0,a
11929,5,0,b
11930,2,0,b
11931,1,0,b
11932,1,0,a
11933,15,0,b
11934,20,0,b
11935,2,0,a
11936,50,0,b
11937,10,0,b
11938,15,0,b
11939,5,0,b
11940,80,1,d
11941,4,1,d
11942,10,0,b
11943,4,0,a
11944,15,0,b
11945,2,0,b
11946,30,0,b
11947,50,0,a
11948,40,0,b
11949,17,0,b
11950,15,0,b
11951,7,0,b
11952,40,1,c
11953,7,1,d
11954,50,0,a
11955,10,0,b
11956,50,1,d
11957,3,0,a
11958,10,0,b
11959,300,0,b
11960,15,0,b
11961,20,0,b
11962,3,1,d
11963,12,0,b
11964,10,0,b
11965,3,0,b
11966,30,0,b
11967,5,0,b
11968,15,1,d
11969,10,0,b
11970,25,0,a
11971,1,0,b
11972,5,0,b
