id,degree,Y
10532,9,0
10533,9,0
10534,6,1
10535,7,0
10536,3,1
10537,8,0
10538,8,0
10539,9,0
10540,10,0
10541,4,0
10542,9,1
10543,3,0
10544,12,0
10545,5,0
10546,2,0
10547,6,0
10548,9,1
10549,5,0
10550,7,0
10551,8,0
10552,10,0
10553,10,1
10554,7,1
10555,6,1
10556,8,0
10557,5,0
10558,8,0
10559,7,0
10560,3,0
10561,3,0
10562,2,1
10563,3,0
10564,5,0
10565,9,1
10566,4,1
10567,5,0
10568,5,0
10569,5,0
10570,7,0
10571,2,0
10572,6,0
10573,9,1
10574,8,0
10575,10,0
10576,5,1
10577,10,0
10578,3,1
10579,5,0
10580,2,0
10581,2,1
10582,1,0
10583,8,0
10584,7,0
10585,6,0
10586,5,0
10587,5,0
10588,7,0
10589,5,1
10590,6,1
10591,8,0
10592,5,0
10593,5,0
10594,5,0
10595,4,1
10596,3,0
10597,3,1
10598,6,0
10599,4,1
10600,7,1
10601,6,0
10602,6,1
10603,5,0
10604,4,0
10605,5,0
10606,2,0
10607,3,1
10608,7,0
10609,9,0
10610,3,0
10611,8,1
10612,3,0
10613,6,1
10614,10,0
10615,7,0
10616,4,0
10617,9,0
10618,8,0
10619,11,0
10620,6,0
10621,15,0
10622,12,0
10623,3,0
10624,5,0
10625,7,0
10626,7,0
10627,10,0
10628,5,0
10629,8,0
10630,5,0
10631,5,0
10632,4,0
10633,6,1
10634,5,0
10635,2,0
10636,4,0
10637,3,0
10638,5,1
10639,4,0
10640,6,0
10641,7,0
10642,5,0
10643,3,0
10644,5,0
10645,11,0
10646,4,0
10647,8,0
10648,3,0
10649,8,0
10650,6,0
10651,7,0
10652,7,1
10653,2,0
10654,14,1
10655,6,1
10656,7,1
10657,8,0
10658,4,0
10659,6,1
10660,8,1
10661,8,0
10662,7,0
10663,5,0
10664,8,1
10665,3,1
10666,5,0
10667,7,0
10668,1,0
10669,7,1
10670,4,0
10671,6,0
10672,7,0
10673,9,0
10674,6,0
10675,4,0
10676,5,1
10677,7,0
10678,5,0
10679,3,0
10680,3,0
10681,5,0
10682,6,0
10683,6,0
10684,9,1
10685,5,0
10686,8,0
10687,10,0
10688,4,0
10689,4,0
10690,11,0
10691,5,0
10692,3,1
10693,10,0
10694,5,0
10695,7,0
10696,7,0
10697,5,0
10698,8,1
10699,11,0
10700,7,0
10701,7,0
10702,5,0
10703,2,0
10704,7,1
10705,7,0
10706,5,0
10707,6,0
10708,8,0
10709,10,1
10710,7,0
10711,6,0
10712,4,1
10713,6,1
10714,8,0
10715,4,0
10716,8,1
10717,6,0
10718,10,0
10719,6,0
10720,4,0
10721,10,0
10722,7,0
10723,5,0
10724,3,0
10725,11,0
10726,4,0
10727,10,0
10728,6,0
10729,6,0
10730,8,0
10731,4,0
10732,8,0
10733,8,1
10734,4,0
10735,7,0
10736,5,0
10737,3,0
10738,5,0
10739,7,0
10740,7,0
10741,6,0
10742,7,0
10743,6,0
10744,6,0
10745,6,0
10746,9,0
10747,5,0
10748,3,0
10749,4,0
10750,7,0
10751,11,0
10752,3,0
10753,8,0
10754,7,0
10755,6,0
10756,6,0
10757,7,0
10758,4,1
10759,6,0
10760,6,0
10761,2,0
10762,8,0
10763,8,0
10764,3,0
10765,5,0
10766,5,1
10767,11,0
10768,9,0
10769,6,0
10770,7,0
10771,6,0
10772,6,0
10773,10,0
10774,9,1
10775,9,1
10776,6,0
10777,6,0
10778,3,0
10779,8,1
10780,5,0
10781,9,1
10782,8,0
10783,6,1
10784,3,0
10785,4,0
10786,8,0
10787,5,0
10788,5,0
10789,9,0
10790,10,0
10791,8,0
10792,7,0
10793,10,0
10794,5,1
10795,5,0
10796,4,1
10797,4,0
10798,10,0
10799,6,0
10800,4,0
10801,4,0
10802,4,0
10803,8,0
10804,7,0
10805,4,0
10806,9,0
10807,8,1
10808,3,0
10809,7,0
10810,3,0
10811,5,1
10812,3,0
10813,4,0
10814,4,0
10815,10,0
10816,7,0
10817,6,0
10818,4,1
10819,4,1
10820,8,0
10821,6,0
10822,5,0
10823,2,0
10824,3,0
10825,11,0
10826,5,1
10827,5,0
10828,10,0
10829,7,0
10830,6,1
10831,4,0
10832,7,0
10833,7,0
10834,7,0
10835,5,0
10836,9,0
10837,4,0
10838,5,0
10839,8,0
10840,10,1
10841,5,0
10842,7,0
10843,13,0
10844,5,0
10845,5,0
10846,6,0
10847,8,0
10848,5,0
10849,3,0
10850,4,0
10851,5,0
10852,4,0
10853,5,1
10854,2,0
10855,6,0
10856,6,0
10857,9,0
10858,9,0
10859,4,0
10860,5,0
10861,9,0
10862,7,0
10863,6,0
10864,7,0
10865,5,0
10866,4,0
10867,6,1
10868,4,0
10869,6,0
10870,5,0
10871,11,0
10872,9,0
10873,4,0
10874,8,1
10875,9,1
10876,7,0
10877,2,1
10878,7,0
10879,6,1
10880,4,0
10881,7,0
10882,1,0
10883,1,0
10884,7,1
10885,4,0
10886,8,1
10887,9,0
10888,4,0
10889,7,0
10890,10,0
10891,5,0
10892,5,0
10893,9,1
10894,6,0
10895,6,1
10896,4,0
10897,7,0
10898,8,0
10899,10,0
10900,4,0
10901,6,0
10902,8,0
10903,2,1
10904,3,0
10905,7,0
10906,6,0
10907,4,0
10908,0,1
10909,10,0
10910,3,0
10911,3,0
10912,1,0
10913,3,0
10914,2,1
10915,3,1
10916,5,0
10917,5,0
10918,9,0
10919,9,0
10920,3,0
10921,9,0
10922,5,0
10923,8,0
10924,8,1
10925,8,0
10926,2,0
10927,4,0
10928,5,0
10929,11,0
10930,5,0
10931,4,1
10932,5,1
10933,3,0
10934,12,0
10935,7,0
10936,8,0
10937,8,0
10938,2,0
10939,10,0
10940,3,0
10941,13,0
10942,14,0
10943,4,1
10944,6,0
10945,5,0
10946,6,0
10947,8,0
10948,7,0
10949,4,0
10950,5,0
10951,9,0
10952,6,0
10953,6,1
10954,7,0
10955,6,0
10956,11,0
10957,4,0
10958,9,0
10959,3,0
10960,12,1
10961,8,0
10962,9,0
10963,6,0
10964,5,1
10965,6,0
10966,7,1
10967,4,0
10968,5,0
10969,6,0
10970,4,0
10971,9,0
10972,5,1
10973,5,0
10974,8,0
10975,5,0
10976,6,0
10977,2,0
10978,7,0
10979,7,0
10980,9,0
10981,7,0
10982,6,0
10983,5,0
10984,3,0
10985,7,0
10986,5,0
10987,6,1
10988,7,1
10989,7,1
10990,6,1
10991,5,0
10992,4,0
10993,10,0
10994,8,0
10995,6,0
10996,4,0
10997,9,0
10998,9,0
10999,11,0
11000,7,0
11001,1,0
11002,5,0
11003,6,0
11004,5,0
11005,8,1
11006,5,0
11007,7,0
11008,8,1
11009,4,0
11010,9,0
11011,7,0
11012,7,1
11013,6,0
11014,4,0
11015,6,0
11016,6,0
11017,9,1
11018,6,0
11019,3,1
11020,3,0
11021,11,0
11022,6,1
11023,7,0
11024,3,0
11025,7,1
11026,10,0
11027,6,0
11028,4,1
11029,5,0
11030,6,1
11031,5,0
11032,9,1
11033,4,0
11034,4,0
11035,7,0
11036,5,0
11037,6,0
11038,5,0
11039,6,0
11040,8,0
11041,6,0
11042,5,0
11043,4,0
11044,8,0
11045,7,0
11046,9,0
11047,11,0
11048,6,0
11049,2,0
11050,4,0
11051,9,1
11052,10,1
11053,3,0
11054,5,0
11055,3,1
11056,1,1
11057,6,0
11058,10,0
11059,4,0
11060,6,1
11061,4,0
11062,1,0
11063,7,0
11064,1,0
11065,2,0
11066,3,0
11067,8,1
11068,9,0
11069,10,1
11070,5,0
11071,9,0
11072,11,0
11073,7,0
11074,3,1
11075,4,0
11076,9,1
11077,4,1
11078,3,0
11079,7,0
11080,4,1
11081,9,0
11082,7,0
11083,4,1
11084,7,0
11085,11,0
11086,5,0
11087,7,0
11088,7,1
11089,6,0
11090,5,0
11091,4,0
11092,7,0
11093,5,0
11094,11,1
11095,2,0
11096,4,0
11097,4,0
11098,9,0
11099,6,0
11100,6,1
11101,5,0
11102,9,1
11103,5,1
11104,13,0
11105,9,0
11106,7,0
11107,7,1
11108,7,0
11109,5,0
11110,7,0
11111,4,0
11112,2,0
11113,5,1
11114,7,0
11115,8,0
11116,6,0
11117,4,1
11118,4,1
11119,8,0
11120,4,0
11121,7,0
11122,9,0
11123,2,0
11124,9,0
11125,6,1
11126,9,0
11127,5,0
11128,6,0
11129,3,0
11130,5,1
11131,4,0
11132,9,0
11133,2,0
11134,9,0
11135,9,0
11136,7,1
11137,7,0
11138,6,0
11139,4,0
11140,7,0
11141,5,0
11142,10,0
11143,7,0
11144,5,0
11145,5,0
11146,7,0
11147,8,0
11148,9,1
11149,6,0
11150,9,0
11151,4,1
11152,7,0
11153,4,0
11154,3,0
11155,4,0
11156,6,0
11157,6,0
11158,5,0
11159,6,0
11160,4,0
11161,5,0
11162,7,0
11163,3,0
11164,8,0
11165,7,0
11166,6,0
11167,6,0
11168,5,0
11169,6,0
11170,5,0
11171,7,0
11172,7,0
11173,6,0
11174,5,0
11175,8,0
11176,6,0
11177,9,0
11178,6,0
11179,3,0
11180,9,0
11181,4,0
11182,6,1
11183,5,0
11184,5,0
11185,4,0
11186,9,0
11187,9,0
11188,0,0
11189,5,1
11190,5,0
11191,4,0
11192,4,1
11193,5,0
11194,7,0
11195,2,1
11196,8,0
11197,2,0
11198,5,0
11199,4,0
11200,8,1
11201,4,0
11202,2,0
11203,4,0
11204,8,0
11205,6,1
11206,5,0
11207,5,0
11208,9,0
11209,5,0
11210,8,0
11211,8,1
11212,6,1
11213,8,0
11214,6,0
11215,6,0
11216,9,0
11217,8,0
11218,8,0
11219,5,0
11220,4,0
11221,10,0
11222,3,0
11223,6,1
11224,2,0
11225,6,0
11226,8,1
11227,5,0
11228,14,0
11229,4,0
11230,6,1
11231,6,1
11232,2,0
11233,12,0
11234,5,0
11235,11,0
11236,10,0
11237,8,0
11238,4,0
11239,5,1
11240,5,0
11241,7,1
11242,7,0
11243,6,0
11244,5,1
11245,6,0
11246,8,0
11247,5,1
11248,4,0
11249,4,0
11250,7,0
11251,8,0
11252,9,0
11253,4,0
11254,5,0
11255,5,0
11256,10,0
11257,7,0
11258,4,1
11259,2,0
11260,2,1
11261,8,0
11262,5,0
11263,5,0
11264,6,0
11265,8,0
11266,8,1
11267,3,0
11268,5,0
11269,9,0
11270,7,0
11271,7,0
11272,3,1
11273,3,0
11274,6,1
11275,7,0
11276,6,0
11277,9,0
11278,3,0
11279,3,0
11280,6,0
11281,10,1
11282,11,0
11283,2,0
11284,5,0
11285,9,1
11286,11,0
11287,8,0
11288,2,0
11289,4,0
11290,5,0
11291,6,0
11292,9,0
11293,9,0
11294,9,0
11295,12,0
11296,5,0
11297,5,1
11298,10,0
11299,7,0
11300,2,0
11301,6,1
11302,3,1
11303,8,1
11304,3,0
11305,3,0
11306,4,0
11307,7,0
11308,5,0
11309,3,0
11310,5,0
11311,9,0
11312,6,0
11313,9,0
11314,3,0
11315,8,1
11316,3,1
11317,6,0
11318,7,0
11319,3,1
11320,6,0
11321,5,0
11322,6,0
11323,6,0
11324,9,0
11325,7,1
11326,6,0
11327,7,1
11328,7,0
11329,0,0
11330,11,1
11331,10,0
11332,5,0
11333,3,0
11334,5,0
11335,10,1
11336,5,0
11337,7,0
11338,9,0
11339,8,0
11340,10,0
11341,6,0
11342,8,0
11343,4,0
11344,4,0
11345,7,0
11346,3,1
11347,10,0
11348,7,0
11349,4,0
11350,10,0
11351,5,0
11352,4,0
11353,10,1
11354,4,0
11355,4,0
11356,6,0
11357,3,0
11358,5,0
11359,8,0
11360,8,0
11361,7,1
11362,5,1
11363,5,0
11364,8,1
11365,4,0
11366,9,0
11367,7,0
11368,1,0
11369,9,0
11370,11,0
11371,11,0
11372,6,0
11373,6,0
11374,8,0
11375,2,0
11376,6,0
11377,3,0
11378,4,0
11379,7,1
11380,5,0
11381,6,0
11382,5,1
11383,6,0
11384,10,0
11385,9,0
11386,8,0
11387,5,1
11388,9,0
11389,9,0
11390,7,0
11391,5,1
11392,3,1
11393,6,0
11394,14,0
11395,8,0
11396,5,0
11397,6,0
11398,6,0
11399,3,0
11400,13,1
11401,2,0
11402,7,0
11403,11,0
11404,9,0
11405,5,0
11406,10,0
11407,9,1
11408,5,0
11409,8,0
11410,10,0
11411,4,1
11412,7,0
11413,11,0
11414,4,1
11415,7,0
11416,10,0
11417,6,1
11418,4,0
11419,4,0
11420,6,0
11421,2,0
11422,4,0
11423,5,0
11424,7,0
11425,6,0
11426,7,0
11427,9,0
11428,3,0
11429,5,0
11430,7,1
11431,4,0
11432,5,0
11433,8,1
11434,10,0
11435,1,1
11436,3,0
11437,7,0
11438,2,1
11439,9,0
11440,8,1
11441,1,0
11442,8,1
11443,4,0
11444,5,0
11445,5,0
11446,2,0
11447,4,0
11448,4,0
11449,3,0
11450,4,0
11451,9,0
11452,6,0
11453,6,0
11454,7,0
11455,6,0
11456,4,0
11457,9,0
11458,8,1
11459,5,0
11460,5,0
11461,5,0
11462,3,0
11463,3,1
11464,4,0
11465,4,1
11466,3,0
11467,3,0
11468,4,0
11469,7,0
11470,2,0
11471,5,0
11472,5,0
11473,6,1
11474,8,0
11475,6,1
11476,2,0
11477,3,0
11478,9,0
11479,7,0
11480,6,0
11481,5,0
11482,7,0
11483,0,0
11484,4,0
11485,6,0
11486,6,0
11487,8,0
11488,9,0
11489,0,0
11490,9,0
11491,6,0
11492,3,1
11493,7,0
11494,6,0
11495,4,0
11496,6,0
11497,3,0
11498,6,1
11499,8,0
11500,6,1
11501,3,0
11502,6,0
11503,9,1
11504,5,0
11505,4,0
11506,2,0
11507,7,0
11508,7,0
11509,4,0
11510,5,1
11511,5,0
11512,9,0
11513,6,0
11514,3,1
11515,7,0
11516,5,1
11517,9,0
11518,6,0
11519,5,1
11520,7,0
11521,2,0
11522,5,0
11523,3,0
11524,3,0
11525,5,0
11526,3,0
11527,13,0
11528,2,1
11529,7,0
11530,7,0
11531,8,0
11532,4,1
11533,6,0
11534,2,0
11535,3,0
11536,11,0
11537,5,0
11538,7,1
11539,7,0
11540,6,0
11541,10,0
11542,4,0
11543,6,1
11544,9,0
11545,8,0
11546,9,0
11547,5,0
11548,4,0
11549,3,0
11550,7,1
11551,6,0
11552,6,0
11553,7,0
11554,6,0
11555,4,0
11556,9,0
11557,6,0
11558,7,0
11559,6,0
11560,6,0
11561,6,0
11562,6,1
11563,3,0
11564,6,0
11565,5,0
11566,2,0
11567,5,1
11568,9,0
11569,7,0
11570,4,0
11571,4,0
11572,4,0
11573,10,0
11574,5,0
11575,5,0
11576,5,1
11577,4,0
11578,8,0
11579,4,0
11580,3,0
11581,9,0
11582,5,0
11583,5,0
11584,6,0
11585,8,0
11586,6,0
11587,5,0
11588,2,0
11589,10,0
11590,5,0
11591,5,0
11592,4,1
11593,3,1
11594,4,0
11595,8,0
11596,7,0
11597,3,1
11598,5,1
11599,8,0
11600,6,1
11601,3,0
11602,7,0
11603,8,1
11604,3,0
11605,8,0
11606,6,0
11607,4,0
11608,8,1
11609,10,0
11610,4,0
11611,5,0
11612,7,0
11613,11,0
11614,6,0
11615,9,0
11616,6,0
11617,4,0
11618,6,0
11619,2,0
11620,3,1
11621,5,0
11622,7,1
11623,6,1
11624,7,0
11625,8,1
11626,2,0
11627,3,0
11628,12,0
11629,7,1
11630,6,0
11631,5,0
11632,7,1
11633,5,0
11634,6,1
11635,7,0
11636,7,1
11637,2,0
11638,6,0
11639,4,0
11640,6,1
11641,6,1
11642,7,0
11643,6,1
11644,7,1
11645,4,0
11646,5,0
11647,7,1
11648,3,0
11649,8,0
11650,4,0
11651,2,0
11652,4,0
11653,8,0
11654,5,0
11655,3,0
11656,9,0
11657,8,0
11658,7,0
11659,5,0
11660,4,0
11661,2,0
11662,7,0
11663,4,1
11664,6,0
11665,5,0
11666,6,0
11667,2,0
11668,9,0
11669,6,0
11670,5,0
11671,3,0
11672,4,0
11673,13,0
11674,5,0
11675,7,1
11676,6,0
11677,5,0
11678,3,0
11679,4,1
11680,4,0
11681,8,1
11682,12,0
11683,4,1
11684,7,1
11685,5,0
11686,8,0
11687,0,0
11688,0,1
11689,6,0
11690,8,0
11691,9,0
11692,5,0
11693,6,0
11694,8,1
11695,7,0
11696,10,0
11697,7,0
11698,5,0
11699,5,0
11700,9,0
11701,9,0
11702,9,0
11703,6,0
11704,3,0
11705,9,1
11706,7,0
11707,2,0
11708,6,0
11709,6,0
11710,4,0
11711,4,1
11712,3,1
11713,8,0
11714,7,1
11715,7,0
11716,5,0
11717,6,1
11718,10,0
11719,4,1
11720,5,0
11721,4,1
11722,6,0
11723,9,1
11724,5,0
11725,10,0
11726,4,1
11727,9,0
11728,5,1
11729,6,0
11730,2,0
11731,4,0
11732,6,0
11733,6,0
11734,6,0
11735,4,0
11736,8,0
11737,10,1
11738,5,1
11739,3,0
11740,8,0
11741,8,0
11742,5,1
11743,3,0
11744,10,0
11745,7,0
11746,7,0
11747,10,1
11748,4,0
11749,8,0
11750,8,0
11751,5,0
11752,6,0
11753,6,0
11754,7,0
11755,2,0
11756,3,0
11757,9,0
11758,6,1
11759,3,0
11760,9,0
11761,9,0
11762,2,0
11763,7,0
11764,3,0
11765,8,0
11766,13,0
11767,5,0
11768,5,0
11769,6,0
11770,6,0
11771,7,1
11772,6,0
11773,6,0
11774,8,0
11775,9,1
11776,8,0
11777,3,0
11778,5,1
11779,8,0
11780,7,0
11781,6,0
11782,5,0
11783,12,1
11784,6,0
11785,2,0
11786,5,1
11787,1,1
11788,5,1
11789,9,0
11790,2,1
11791,7,1
11792,3,0
11793,4,0
11794,7,0
11795,12,0
11796,12,0
11797,9,0
11798,5,1
11799,4,1
11800,15,0
11801,2,0
11802,7,0
11803,9,0
11804,6,0
11805,3,1
11806,13,0
11807,7,0
11808,7,0
11809,7,1
11810,2,1
11811,6,0
11812,8,1
11813,5,0
11814,9,1
11815,7,0
11816,8,1
11817,4,1
11818,8,1
11819,9,0
11820,6,0
11821,7,0
11822,7,1
11823,4,0
11824,4,1
11825,4,1
11826,4,0
11827,6,0
11828,2,1
11829,7,1
11830,6,0
11831,7,0
11832,9,0
11833,8,0
11834,3,0
11835,1,1
11836,4,0
11837,3,0
11838,6,0
11839,8,0
11840,10,0
11841,3,0
11842,5,0
11843,10,0
11844,5,0
11845,4,0
11846,4,0
11847,7,1
11848,4,0
11849,1,0
11850,8,0
11851,9,0
11852,9,0
11853,6,0
11854,6,0
11855,6,0
11856,8,0
11857,4,0
11858,5,0
11859,2,0
11860,7,0
11861,6,0
11862,8,0
11863,6,0
11864,10,0
11865,7,1
11866,4,0
11867,6,1
11868,5,0
11869,6,0
11870,7,0
11871,4,0
11872,6,0
11873,6,0
11874,5,0
11875,2,0
11876,11,0
11877,6,1
11878,3,1
11879,6,0
11880,11,0
11881,8,0
11882,4,0
11883,7,0
11884,4,1
11885,13,1
11886,8,1
11887,6,0
11888,5,0
11889,3,0
11890,3,1
11891,7,0
11892,4,0
11893,5,0
11894,7,1
11895,4,0
11896,4,0
11897,3,1
11898,7,0
11899,10,0
11900,7,0
11901,6,0
11902,5,1
11903,8,1
11904,10,0
11905,9,0
11906,6,0
11907,2,0
11908,4,0
11909,5,0
11910,9,0
11911,8,0
11912,8,1
11913,7,0
11914,9,0
11915,7,0
11916,5,1
11917,9,0
11918,8,0
11919,6,0
11920,7,0
11921,8,1
11922,11,0
11923,6,0
11924,6,0
11925,7,0
11926,9,1
11927,8,0
11928,4,1
11929,7,1
11930,3,0
11931,7,1
11932,4,1
11933,3,0
11934,3,0
11935,8,1
11936,6,0
11937,12,1
11938,7,0
11939,9,0
11940,11,1
11941,8,0
11942,4,0
11943,3,0
11944,3,0
11945,6,0
11946,6,0
11947,4,0
11948,7,0
11949,4,0
11950,7,0
11951,6,0
11952,6,0
11953,2,0
11954,6,0
11955,7,0
11956,5,0
11957,7,0
11958,6,0
11959,7,1
11960,8,0
11961,6,0
11962,3,0
11963,7,0
11964,8,0
11965,8,0
11966,7,1
11967,3,1
11968,3,0
11969,5,0
11970,8,0
11971,4,0
11972,1,0
11973,9,0
11974,11,0
11975,6,0
11976,4,0
11977,2,0
11978,6,0
11979,6,0
11980,6,0
11981,4,0
11982,5,1
11983,5,0
11984,2,0
11985,7,0
11986,8,0
11987,8,0
11988,7,0
11989,10,0
11990,8,1
11991,6,0
11992,7,1
11993,4,0
11994,9,1
11995,6,0
11996,6,0
11997,6,0
11998,13,1
11999,10,0
12000,5,0
12001,15,0
12002,5,0
12003,5,1
12004,2,0
12005,4,0
12006,7,1
12007,8,0
12008,8,0
12009,3,0
12010,3,0
12011,7,0
12012,6,0
12013,9,0
12014,6,0
12015,5,1
12016,5,0
12017,8,0
12018,4,0
12019,8,0
12020,6,0
12021,7,1
12022,4,0
12023,9,0
12024,7,0
12025,3,0
12026,3,0
12027,6,1
12028,6,0
12029,8,1
12030,2,1
12031,4,1
12032,9,1
12033,9,0
12034,5,1
12035,6,0
12036,4,0
12037,7,1
12038,7,0
12039,12,0
12040,7,0
12041,4,0
12042,7,0
12043,10,1
12044,9,0
12045,4,0
12046,8,0
12047,6,0
12048,7,0
12049,5,1
12050,5,0
12051,4,0
12052,6,0
12053,3,0
12054,5,0
12055,5,1
12056,2,0
12057,8,0
12058,5,0
12059,6,0
12060,6,0
12061,5,1
12062,8,0
12063,7,0
12064,3,0
12065,5,0
12066,11,0
12067,4,1
12068,3,1
12069,4,0
12070,6,0
12071,1,0
12072,2,0
12073,4,0
12074,3,1
12075,5,1
12076,14,0
12077,4,1
12078,4,0
12079,7,1
12080,6,1
12081,9,1
12082,3,0
12083,1,0
12084,6,0
12085,5,0
12086,5,0
12087,4,1
12088,3,1
12089,5,0
12090,6,0
12091,7,0
12092,11,1
12093,4,0
12094,8,0
12095,5,1
12096,3,0
12097,12,0
12098,4,0
12099,8,0
12100,6,1
12101,5,1
12102,3,0
12103,8,1
12104,2,0
12105,2,0
12106,11,1
12107,4,0
12108,10,0
12109,4,0
12110,4,0
12111,7,1
12112,4,1
12113,4,0
12114,5,0
12115,5,0
12116,8,0
12117,9,0
12118,6,0
12119,5,1
12120,5,0
12121,6,1
12122,9,0
12123,7,0
12124,5,0
12125,9,0
12126,7,1
12127,8,0
12128,8,0
12129,2,1
12130,4,0
12131,6,0
12132,5,0
12133,6,0
12134,11,0
12135,2,0
12136,6,1
12137,7,1
12138,5,0
12139,6,0
12140,9,1
12141,7,1
12142,7,0
12143,1,0
12144,7,0
12145,6,0
12146,5,0
12147,8,0
12148,7,0
12149,5,1
12150,5,0
12151,9,0
12152,5,1
12153,9,0
12154,7,0
12155,6,0
12156,1,0
12157,12,0
12158,8,0
12159,4,0
12160,6,0
12161,10,1
12162,4,0
12163,12,0
12164,3,0
12165,5,0
12166,8,0
12167,3,0
12168,8,0
12169,4,1
12170,8,0
12171,5,0
12172,10,1
12173,6,0
12174,7,0
12175,8,0
12176,7,1
12177,8,0
12178,4,1
12179,5,0
12180,3,0
12181,6,0
12182,10,0
12183,8,1
12184,4,1
12185,5,0
12186,4,0
12187,8,0
12188,9,0
12189,4,1
12190,4,0
12191,4,1
12192,5,0
12193,7,1
12194,3,1
12195,8,0
12196,7,0
12197,6,0
12198,8,0
12199,9,0
12200,3,1
12201,5,1
12202,5,0
12203,10,0
12204,8,0
12205,6,0
12206,7,0
12207,8,0
12208,5,0
12209,4,0
12210,6,0
12211,2,0
12212,8,0
12213,5,0
12214,6,0
12215,8,0
12216,8,0
12217,3,1
12218,6,0
12219,5,0
12220,3,0
12221,5,0
12222,6,0
12223,7,0
12224,10,0
12225,5,1
12226,9,1
12227,6,0
12228,12,0
12229,4,0
12230,4,0
12231,7,0
12232,9,1
12233,7,1
12234,5,0
12235,5,1
12236,5,1
12237,3,0
12238,6,1
12239,4,0
12240,8,0
12241,10,0
12242,8,0
12243,5,0
12244,6,0
12245,6,0
12246,5,0
12247,4,0
12248,6,0
12249,7,0
12250,9,1
12251,7,0
12252,10,0
12253,8,0
12254,8,0
12255,6,0
12256,7,0
12257,8,0
12258,5,1
12259,4,0
12260,9,0
12261,5,1
12262,7,0
12263,12,0
12264,5,0
12265,6,0
12266,3,0
12267,4,0
12268,11,0
12269,4,0
12270,5,0
12271,7,0
12272,6,0
12273,7,0
12274,9,0
12275,6,1
12276,9,0
12277,6,0
12278,5,0
12279,7,0
12280,6,0
12281,5,0
12282,7,0
12283,5,0
12284,7,0
12285,7,1
12286,10,0
12287,5,0
12288,5,0
12289,6,0
12290,6,1
12291,5,0
12292,6,1
12293,7,0
12294,5,0
12295,2,0
12296,8,0
12297,2,1
12298,10,1
12299,4,0
12300,6,1
12301,7,1
12302,7,0
12303,6,0
12304,6,0
12305,8,0
12306,3,0
12307,10,0
12308,3,1
12309,7,0
12310,5,0
12311,8,1
12312,8,1
12313,0,0
12314,11,0
12315,5,0
12316,4,1
12317,8,0
12318,7,0
12319,4,0
12320,6,1
12321,7,0
12322,6,1
12323,6,0
12324,7,0
12325,6,0
12326,5,0
12327,3,0
12328,7,1
12329,9,0
12330,8,0
12331,3,1
12332,6,0
12333,6,0
12334,2,0
12335,4,1
12336,4,0
12337,7,0
12338,6,0
12339,3,1
12340,7,0
12341,3,0
12342,10,1
12343,2,0
12344,6,0
12345,8,0
12346,5,0
12347,6,0
12348,7,0
12349,5,0
12350,6,1
12351,5,1
12352,5,1
12353,3,0
12354,7,0
12355,11,0
12356,3,0
12357,5,0
12358,8,0
12359,5,0
12360,4,0
12361,3,1
12362,9,0
12363,5,0
12364,7,0
12365,3,1
12366,7,0
12367,8,0
12368,6,0
12369,6,0
12370,8,0
12371,6,0
12372,5,0
12373,7,0
12374,4,0
12375,7,0
12376,4,0
12377,3,0
12378,8,0
12379,2,0
12380,4,0
12381,2,1
12382,4,0
12383,1,0
12384,3,0
12385,9,1
12386,2,0
12387,5,0
12388,12,0
12389,7,0
12390,4,1
12391,8,1
12392,9,0
12393,6,0
12394,6,1
12395,4,1
12396,4,1
12397,5,0
12398,8,0
12399,9,1
12400,7,0
12401,6,0
12402,3,0
12403,7,0
12404,11,1
12405,3,0
12406,7,0
12407,6,1
12408,6,0
12409,16,1
12410,11,0
12411,10,0
12412,4,0
12413,6,1
12414,7,1
12415,10,0
12416,6,0
12417,7,0
12418,5,0
12419,7,0
12420,6,0
12421,9,0
12422,7,0
12423,8,0
12424,1,0
12425,5,0
12426,6,0
12427,11,0
12428,3,0
12429,6,0
12430,5,0
12431,9,0
12432,6,0
12433,8,0
12434,4,0
12435,3,0
12436,10,0
12437,4,0
12438,7,0
12439,2,1
12440,5,0
12441,4,0
12442,4,0
12443,5,0
12444,6,0
12445,4,0
12446,4,1
12447,11,1
12448,5,1
12449,13,0
12450,8,0
12451,5,0
12452,5,0
12453,4,1
12454,4,0
12455,10,1
12456,8,1
12457,3,0
12458,7,1
12459,7,1
12460,8,0
12461,3,0
12462,5,0
12463,2,0
12464,4,0
12465,3,0
12466,4,0
12467,9,0
12468,7,0
12469,8,0
12470,8,0
12471,5,0
12472,4,0
12473,5,1
12474,7,0
12475,8,0
12476,10,1
12477,6,0
12478,6,0
12479,7,0
12480,7,0
12481,6,0
12482,8,1
12483,6,0
12484,4,0
12485,5,0
12486,9,1
12487,6,0
12488,13,1
12489,8,0
12490,9,1
12491,7,0
12492,3,0
12493,8,1
12494,9,0
12495,7,1
12496,5,1
12497,1,1
12498,5,1
12499,12,0
12500,3,0
12501,4,1
12502,5,0
12503,2,0
12504,9,0
12505,4,0
12506,7,0
12507,5,0
12508,4,0
12509,8,0
12510,4,0
12511,4,0
12512,5,0
12513,4,0
12514,9,0
12515,4,0
12516,3,1
12517,3,0
12518,3,1
12519,8,0
12520,3,0
12521,6,0
12522,8,0
12523,10,0
12524,8,0
12525,4,0
12526,7,0
12527,5,0
12528,6,0
12529,3,0
